payment_id,amount,failure_reason,action_taken,execution_status,recovered,recovered_amount
E00323,1290.63,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,1290.63
E00324,99.0,MANDATE_AUTH_FAILED,PAYMENT_LINK,FAILED,False,0.0
E00325,600.98,UNKNOWN,REMINDER,FAILED,False,0.0
E00326,562.26,MANDATE_AUTH_FAILED,PAYMENT_LINK,TIMEOUT,False,0.0
E00327,697.41,CHECKOUT_ABANDONED,REMINDER,TIMEOUT,False,0.0
E00328,1625.81,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00329,1394.2,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,1394.2
E00330,452.24,NETWORK_ERROR,RETRY_NOW,TIMEOUT,False,0.0
E00331,2099.08,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00332,462.06,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00333,415.7,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,415.7
E00334,1650.23,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,1650.23
E00335,458.7,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00336,1657.49,UNKNOWN,REMINDER,FAILED,False,0.0
E00337,2972.85,MANDATE_AUTH_FAILED,PAYMENT_LINK,FAILED,False,0.0
E00338,1056.77,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00339,616.08,UNKNOWN,REMINDER,TIMEOUT,False,0.0
E00340,1909.39,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,1909.39
E00341,2603.13,UNKNOWN,REMINDER,FAILED,False,0.0
E00342,561.08,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,561.08
E00343,728.81,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00344,5684.58,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,5684.58
E00345,1443.57,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00346,524.2,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,524.2
E00347,841.65,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00348,1373.74,BANK_TIMEOUT,RETRY_LATER,TIMEOUT,False,0.0
E00349,394.3,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,394.3
E00350,829.42,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00351,1325.87,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00352,254.43,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,254.43
E00353,531.67,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00354,694.27,UNKNOWN,REMINDER,SUCCESS,True,694.27
E00355,3497.17,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,3497.17
E00356,1262.8,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,1262.8
E00357,1622.62,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00358,881.76,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,881.76
E00359,3104.96,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,3104.96
E00360,1309.16,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,1309.16
E00361,12221.5,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00362,1043.04,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,1043.04
E00363,1218.04,MANDATE_AUTH_FAILED,ESCALATE,FAILED,False,0.0
E00364,921.05,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,921.05
E00365,1368.46,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00366,2450.82,BANK_TIMEOUT,ESCALATE,FAILED,False,0.0
E00367,586.67,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,586.67
E00368,2029.58,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00369,591.76,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00370,2137.27,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,2137.27
E00371,631.09,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00372,1778.62,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,1778.62
E00373,849.92,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,849.92
E00374,776.72,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00375,665.4,UNKNOWN,REMINDER,FAILED,False,0.0
E00376,1161.44,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,1161.44
E00377,1242.63,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00378,2712.68,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,2712.68
E00379,927.35,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,927.35
E00380,1110.73,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,1110.73
E00381,1318.49,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1318.49
E00382,398.49,UNKNOWN,REMINDER,FAILED,False,0.0
E00383,424.24,UNKNOWN,REMINDER,SUCCESS,True,424.24
E00384,4809.35,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,4809.35
E00385,2040.39,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00386,314.88,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,314.88
E00387,755.79,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,755.79
E00388,665.41,UNKNOWN,REMINDER,FAILED,False,0.0
E00389,1149.02,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1149.02
E00390,1006.16,NETWORK_ERROR,ESCALATE,SUCCESS,True,1006.16
E00391,2006.62,UNKNOWN,REMINDER,FAILED,False,0.0
E00392,972.33,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,972.33
E00393,457.09,EXPIRED_CARD,PAYMENT_LINK,TIMEOUT,False,0.0
E00394,876.79,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00395,579.62,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00396,1681.88,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00397,2627.55,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00398,2014.51,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,2014.51
E00399,455.93,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00400,3837.72,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,3837.72
E00401,257.56,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00402,1753.53,MANDATE_AUTH_FAILED,PAYMENT_LINK,FAILED,False,0.0
E00403,538.18,INSUFFICIENT_FUNDS,RETRY_LATER,TIMEOUT,False,0.0
E00404,1412.62,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,1412.62
E00405,827.86,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00406,99.0,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,99.0
E00407,1921.33,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1921.33
E00408,1097.48,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,1097.48
E00409,2329.26,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00410,878.46,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00411,1813.57,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,1813.57
E00412,262.35,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,262.35
E00413,2469.18,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,2469.18
E00414,3482.26,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00415,709.53,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,709.53
E00416,1698.2,NETWORK_ERROR,RETRY_NOW,TIMEOUT,False,0.0
E00417,1201.58,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,1201.58
E00418,2252.78,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00419,2575.24,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,2575.24
E00420,690.29,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,690.29
E00421,1861.29,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00422,1752.43,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,1752.43
E00423,1444.07,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00424,608.55,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00425,1364.77,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00426,2362.38,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00427,925.89,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00428,2151.85,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,2151.85
E00429,874.63,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,874.63
E00430,1048.93,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,1048.93
E00431,4756.66,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,4756.66
E00432,2268.34,BANK_TIMEOUT,ESCALATE,FAILED,False,0.0
E00433,2832.05,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,2832.05
E00434,1071.43,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00435,1397.46,UNKNOWN,REMINDER,FAILED,False,0.0
E00436,3318.71,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,3318.71
E00437,1292.68,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00438,2684.33,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,2684.33
E00439,993.91,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,993.91
E00440,1053.99,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00441,126.24,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00442,1397.82,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00443,1553.17,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,1553.17
E00444,473.68,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00445,1344.35,UNKNOWN,REMINDER,FAILED,False,0.0
E00446,441.21,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,441.21
E00447,1678.33,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1678.33
E00448,2174.16,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,2174.16
E00449,1766.41,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1766.41
E00450,1374.03,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1374.03
E00451,800.45,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00452,3902.57,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,3902.57
E00453,1075.47,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00454,1809.17,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,1809.17
E00455,572.05,UNKNOWN,REMINDER,FAILED,False,0.0
E00456,882.48,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,882.48
E00457,1799.05,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,1799.05
E00458,5684.19,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,5684.19
E00459,2375.39,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,2375.39
E00460,3032.94,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,3032.94
E00461,3121.99,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,3121.99
E00462,1116.57,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00463,1554.37,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,1554.37
E00464,541.22,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00465,1881.76,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1881.76
E00466,1544.58,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1544.58
E00467,269.04,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,269.04
E00468,2571.72,BANK_TIMEOUT,ESCALATE,FAILED,False,0.0
E00469,1046.21,NETWORK_ERROR,ESCALATE,SUCCESS,True,1046.21
E00470,483.26,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00471,4625.66,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,4625.66
E00472,580.79,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,580.79
E00473,797.61,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,797.61
E00474,1099.11,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00475,903.19,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,903.19
E00476,1809.45,BANK_TIMEOUT,ESCALATE,FAILED,False,0.0
E00477,1461.41,NETWORK_ERROR,ESCALATE,SUCCESS,True,1461.41
E00478,2655.08,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00479,1022.3,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,1022.3
E00480,4576.36,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00481,490.03,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00482,1776.25,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00483,3000.25,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00484,758.1,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,758.1
E00485,1973.76,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00486,370.7,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,370.7
E00487,1192.55,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1192.55
E00488,1721.1,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,1721.1
E00489,269.94,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00490,1587.39,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,1587.39
E00491,3174.29,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,3174.29
E00492,703.07,BANK_TIMEOUT,RETRY_LATER,TIMEOUT,False,0.0
E00493,3027.65,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,3027.65
E00494,1581.04,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1581.04
E00495,1191.38,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,1191.38
E00496,184.02,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00497,1568.65,MANDATE_AUTH_FAILED,PAYMENT_LINK,FAILED,False,0.0
E00498,2365.08,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,2365.08
E00499,586.71,EXPIRED_CARD,PAYMENT_LINK,TIMEOUT,False,0.0
E00500,2519.83,BANK_TIMEOUT,ESCALATE,FAILED,False,0.0
E00501,725.85,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00502,1287.32,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,1287.32
E00503,1838.21,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00504,1036.35,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1036.35
E00505,1001.24,CHECKOUT_ABANDONED,ESCALATE,SUCCESS,True,1001.24
E00506,4776.99,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00507,269.8,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00508,2867.31,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,2867.31
E00509,967.23,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,967.23
E00510,1001.46,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,1001.46
E00511,1450.32,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00512,852.59,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00513,6227.51,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00514,1736.6,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,1736.6
E00515,1067.42,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1067.42
E00516,2545.45,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00517,1560.99,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00518,1890.92,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1890.92
E00519,963.19,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00520,1216.16,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00521,168.57,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00522,1958.36,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00523,4422.09,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,4422.09
E00524,2088.93,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,2088.93
E00525,1270.98,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,1270.98
E00526,544.91,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,544.91
E00527,567.13,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00528,1676.87,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1676.87
E00529,107.7,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,107.7
E00530,643.96,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00531,1413.08,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00532,410.98,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,410.98
E00533,649.2,UNKNOWN,ESCALATE,SUCCESS,True,649.2
E00534,2517.28,UNKNOWN,REMINDER,FAILED,False,0.0
E00535,1144.27,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00536,281.82,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00537,1117.79,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,1117.79
E00538,2097.15,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,2097.15
E00539,1130.47,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00540,3207.42,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00541,102.96,UNKNOWN,REMINDER,FAILED,False,0.0
E00542,1190.03,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00543,119.3,INSUFFICIENT_FUNDS,ESCALATE,FAILED,False,0.0
E00544,1044.93,EXPIRED_CARD,PAYMENT_LINK,TIMEOUT,False,0.0
E00545,2032.01,NETWORK_ERROR,RETRY_NOW,TIMEOUT,False,0.0
E00546,1747.28,MANDATE_AUTH_FAILED,PAYMENT_LINK,FAILED,False,0.0
E00547,968.82,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,968.82
E00548,2011.79,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,2011.79
E00549,3510.01,UNKNOWN,REMINDER,FAILED,False,0.0
E00550,657.57,INSUFFICIENT_FUNDS,RETRY_LATER,TIMEOUT,False,0.0
E00551,589.64,INSUFFICIENT_FUNDS,ESCALATE,TIMEOUT,False,0.0
E00552,4716.79,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,4716.79
E00553,1635.41,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1635.41
E00554,455.49,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00555,1024.44,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00556,2273.87,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,2273.87
E00557,689.79,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,689.79
E00558,755.76,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,755.76
E00559,3484.88,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00560,882.14,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,882.14
E00561,1543.69,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1543.69
E00562,4393.43,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00563,712.51,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00564,993.86,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00565,3384.99,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,3384.99
E00566,1188.72,UNKNOWN,REMINDER,SUCCESS,True,1188.72
E00567,1067.13,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00568,619.29,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,619.29
E00569,353.46,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,353.46
E00570,1756.75,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00571,553.24,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,553.24
E00572,6005.37,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00573,533.15,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00574,4968.49,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,4968.49
E00575,1632.42,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,1632.42
E00576,853.44,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00577,1435.06,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,1435.06
E00578,2507.72,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00579,765.83,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00580,2739.17,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,2739.17
E00581,1069.15,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,1069.15
E00582,291.98,CHECKOUT_ABANDONED,REMINDER,TIMEOUT,False,0.0
E00583,1687.12,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00584,5057.66,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00585,1358.43,BANK_TIMEOUT,ESCALATE,SUCCESS,True,1358.43
E00586,2340.16,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,2340.16
E00587,662.88,INSUFFICIENT_FUNDS,ESCALATE,FAILED,False,0.0
E00588,1492.36,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00589,1866.73,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,1866.73
E00590,350.18,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,350.18
E00591,2346.85,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,2346.85
E00592,1032.1,BANK_TIMEOUT,ESCALATE,FAILED,False,0.0
E00593,391.51,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,391.51
E00594,3496.68,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,3496.68
E00595,351.08,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00596,299.49,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00597,960.82,NETWORK_ERROR,ESCALATE,FAILED,False,0.0
E00598,1796.84,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00599,3798.49,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00600,504.44,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,504.44
E00601,1269.63,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,1269.63
E00602,1198.15,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1198.15
E00603,356.31,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00604,582.37,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,582.37
E00605,906.02,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00606,1392.57,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1392.57
E00607,796.02,BANK_TIMEOUT,RETRY_LATER,TIMEOUT,False,0.0
E00608,687.76,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00609,2621.27,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,2621.27
E00610,1816.93,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,1816.93
E00611,894.71,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,894.71
E00612,2200.77,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00613,5023.08,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,5023.08
E00614,99.0,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00615,1245.88,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1245.88
E00616,405.99,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,405.99
E00617,4066.75,MANDATE_AUTH_FAILED,PAYMENT_LINK,TIMEOUT,False,0.0
E00618,743.5,NETWORK_ERROR,ESCALATE,FAILED,False,0.0
E00619,539.98,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00620,808.57,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,808.57
E00621,495.8,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,495.8
E00622,1705.18,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,1705.18
E00623,901.44,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,901.44
E00624,455.77,UNKNOWN,REMINDER,TIMEOUT,False,0.0
E00625,3497.31,BANK_TIMEOUT,ESCALATE,SUCCESS,True,3497.31
E00626,781.95,UNKNOWN,REMINDER,FAILED,False,0.0
E00627,356.66,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00628,1171.89,MANDATE_AUTH_FAILED,PAYMENT_LINK,FAILED,False,0.0
E00629,3941.83,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,3941.83
E00630,192.32,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,192.32
E00631,794.63,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,794.63
E00632,877.34,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00633,1718.93,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00634,1373.61,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00635,1044.82,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1044.82
E00636,676.12,MANDATE_AUTH_FAILED,PAYMENT_LINK,FAILED,False,0.0
E00637,1826.42,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,1826.42
E00638,339.28,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00639,1247.59,BANK_TIMEOUT,ESCALATE,SUCCESS,True,1247.59
E00640,1752.05,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1752.05
E00641,1303.34,UNKNOWN,REMINDER,FAILED,False,0.0
E00642,3673.62,UNKNOWN,REMINDER,FAILED,False,0.0
E00643,2140.05,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00644,2523.77,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,2523.77
E00645,1011.99,INSUFFICIENT_FUNDS,ESCALATE,SUCCESS,True,1011.99
E00646,1252.73,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00647,543.87,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00648,504.78,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,504.78
E00649,1801.26,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
